id,name,parent_id,created_at,updated_at,deleted_at
449,Kepulauan Mentawai,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
450,Lima Puluh Kota,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
451,Padang,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
452,Padang Pariaman,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
453,Padangpanjang,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
454,Pariaman,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
455,Pasaman,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
456,Pasaman Barat,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
457,Payakumbuh,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
458,Pesisir Selatan,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
459,Sawahlunto,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
460,Sijunjung,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
461,Solok,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
462,Kab. Solok,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
463,Solok Selatan,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
464,Tanah Datar,32,2023-01-27 03:46:37,2023-01-27 03:46:37,
465,Banyuasin,33,2023-01-27 03:46:37,2023-01-27 03:46:37,
466,Empat Lawang,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
467,Lahat,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
468,Lubuklinggau,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
469,Muara Enim,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
470,Musi Banyuasin,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
471,Musi Rawas,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
472,Ogan Ilir,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
473,Ogan Komering Ilir,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
474,Ogan Komering Ulu,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
475,Ogan Komering Ulu Selatan,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
476,Ogan Komering Ulu Timur,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
477,Pagar Alam,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
478,Palembang,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
479,Penukal Abab Lematang Ilir,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
480,Prabumulih,33,2023-01-27 03:46:38,2023-01-27 03:46:38,
481,Asahan,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
482,Batu Bara,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
483,Binjai,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
484,Dairi,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
485,Deli Serdang,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
486,Gunung Sitoli,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
487,Humbang Hasundutan,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
488,Karo,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
489,Labuhanbatu,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
490,Labuhanbatu Selatan,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
491,Labuhanbatu Utara,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
492,Langkat,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
493,Mandailing Natal,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
494,Medan,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
495,Nias,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
496,Nias Barat,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
497,Nias Selatan,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
498,Nias Utara,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
499,Padang Lawas,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
500,Padang Lawas Utara,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
501,Padang Sidempuan,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
502,Pakpak Barat,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
503,Pematangsiantar,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
504,Samosir,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
505,Serdang Bedagai,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
506,Sibolga,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
507,Simalungun,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
508,Tanjung Balai,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
509,Tapanuli Selatan,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
510,Tapanuli Tengah,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
511,Tapanuli Utara,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
512,Tebing Tinggi,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
513,Toba Samosir,34,2023-01-27 03:46:38,2023-01-27 03:46:38,
